age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
53,blue-collar,married,primary,no,421,yes,no,cellular,20,November,1,-1,0,unknown,yes
43,technician,married,tertiary,no,4333,yes,no,cellular,20,November,3,-1,0,unknown,yes
54,management,divorced,secondary,no,300,yes,no,cellular,20,November,2,-1,0,unknown,yes
36,blue-collar,married,primary,no,1503,no,no,cellular,19,November,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,7773,yes,no,cellular,20,November,1,-1,0,unknown,yes
56,management,married,tertiary,no,6798,yes,no,cellular,17,November,1,-1,0,unknown,no
30,admin.,married,secondary,no,1794,no,no,cellular,20,November,1,-1,0,unknown,yes
36,management,single,tertiary,no,2032,no,yes,cellular,20,November,1,-1,0,unknown,yes
33,management,married,tertiary,no,3401,no,no,cellular,20,November,1,-1,0,unknown,yes
33,technician,married,tertiary,no,6843,no,no,cellular,20,November,1,100,10,other,yes
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,November,2,183,2,failure,yes
36,services,married,secondary,no,11462,yes,no,cellular,20,November,1,-1,0,unknown,yes
47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,November,1,-1,0,unknown,yes
35,technician,married,secondary,no,0,yes,no,cellular,19,November,4,-1,0,unknown,yes
36,admin.,married,secondary,no,1207,yes,no,cellular,19,November,2,-1,0,unknown,yes
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,November,3,-1,0,unknown,yes
42,management,married,tertiary,no,3713,no,no,cellular,19,November,2,-1,0,unknown,yes
40,management,married,tertiary,no,3352,yes,no,cellular,19,November,2,27,1,success,yes
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,November,3,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1,yes,no,cellular,18,November,3,-1,0,unknown,no
32,technician,married,tertiary,no,4654,yes,yes,cellular,20,November,1,128,2,failure,yes
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,November,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,November,1,-1,0,unknown,yes
40,services,single,secondary,no,1547,yes,no,cellular,20,November,1,-1,0,unknown,yes
47,unemployed,married,secondary,yes,0,no,no,cellular,18,November,2,-1,0,unknown,no
40,services,single,secondary,no,19343,yes,no,cellular,21,November,4,179,4,failure,no
32,management,married,secondary,no,1477,yes,no,cellular,18,November,1,-1,0,unknown,no
32,services,single,tertiary,no,945,no,no,cellular,20,November,1,-1,0,unknown,yes
32,technician,single,secondary,no,6402,yes,no,cellular,20,November,1,-1,0,unknown,yes
32,admin.,single,secondary,no,10218,yes,no,cellular,19,November,2,-1,0,unknown,no
36,self-employed,single,secondary,no,1295,no,no,cellular,20,November,1,-1,0,unknown,yes
45,technician,married,secondary,no,6993,yes,no,cellular,20,November,1,-1,0,unknown,yes
35,management,divorced,tertiary,no,141,no,yes,cellular,20,November,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,246,yes,no,cellular,18,November,2,113,5,failure,no
37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,November,2,195,1,other,yes
32,services,married,secondary,no,983,yes,no,cellular,20,November,2,133,1,failure,yes
39,management,divorced,tertiary,no,1968,no,no,cellular,21,November,1,-1,0,unknown,yes
48,housemaid,married,primary,no,7195,no,no,cellular,21,November,2,-1,0,unknown,yes
50,admin.,married,secondary,no,4117,no,no,cellular,21,November,1,-1,0,unknown,yes
70,retired,married,primary,no,3230,no,no,cellular,24,November,1,-1,0,unknown,no
31,admin.,single,secondary,no,3950,yes,no,cellular,21,November,1,-1,0,unknown,yes
30,services,single,secondary,no,495,yes,no,cellular,21,November,1,-1,0,unknown,yes
31,management,married,secondary,no,8629,yes,no,cellular,21,November,1,184,2,failure,yes
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,November,1,-1,0,unknown,yes
30,technician,married,secondary,no,455,yes,no,cellular,21,November,1,-1,0,unknown,yes
34,blue-collar,single,secondary,no,4536,yes,no,cellular,21,November,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,November,5,154,1,failure,yes
34,blue-collar,married,primary,no,3527,yes,no,cellular,21,November,1,-1,0,unknown,yes
57,management,married,tertiary,no,372,no,no,cellular,21,November,3,-1,0,unknown,yes
36,admin.,single,secondary,no,10041,yes,no,cellular,20,November,2,184,1,other,no
41,services,single,secondary,no,92,no,no,cellular,21,November,1,-1,0,unknown,yes
40,admin.,married,primary,no,72,yes,yes,cellular,21,November,1,-1,0,unknown,yes
37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,November,4,-1,0,unknown,yes
39,technician,single,secondary,no,1104,no,no,cellular,20,November,2,105,2,success,no
31,management,married,tertiary,no,4148,yes,no,cellular,21,November,3,99,9,other,yes
59,management,married,tertiary,no,7049,no,no,cellular,21,November,1,163,2,failure,yes
41,management,single,tertiary,no,1982,no,no,cellular,21,November,1,-1,0,unknown,yes
31,self-employed,single,tertiary,no,2589,no,no,cellular,21,November,1,-1,0,unknown,yes
39,admin.,single,secondary,no,2263,yes,yes,telephone,21,November,9,-1,0,unknown,yes
59,technician,divorced,secondary,no,2396,no,no,cellular,20,November,1,-1,0,unknown,yes
59,retired,married,secondary,no,6888,no,no,telephone,20,November,2,-1,0,unknown,yes
46,admin.,divorced,secondary,no,2087,no,no,cellular,20,November,3,-1,0,unknown,yes
32,blue-collar,single,primary,no,121,yes,no,cellular,20,November,1,-1,0,unknown,yes
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,November,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,5461,yes,no,cellular,20,November,2,-1,0,unknown,yes
52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,November,3,-1,0,unknown,yes
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,November,2,-1,0,unknown,yes
31,unemployed,married,secondary,no,314,yes,no,cellular,20,November,3,178,7,failure,yes
39,unemployed,married,secondary,no,2245,no,no,cellular,21,November,2,-1,0,unknown,yes
39,technician,single,secondary,no,18508,no,no,cellular,20,November,4,-1,0,unknown,yes
33,services,married,secondary,no,2918,no,yes,cellular,20,November,2,-1,0,unknown,yes
50,blue-collar,married,primary,no,12519,yes,no,cellular,21,November,3,34,1,failure,yes
36,management,married,tertiary,no,4069,no,no,cellular,21,November,1,-1,0,unknown,yes
34,admin.,single,tertiary,no,4254,yes,no,cellular,21,November,1,-1,0,unknown,yes
46,blue-collar,divorced,primary,no,219,yes,no,cellular,21,November,1,-1,0,unknown,yes
33,services,divorced,secondary,no,1529,yes,no,telephone,18,November,1,-1,0,unknown,no
31,management,married,tertiary,no,477,yes,no,cellular,21,November,5,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,cellular,21,November,1,10,1,failure,yes
37,management,married,tertiary,no,1276,no,no,cellular,16,November,1,94,2,success,yes
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,November,2,-1,0,unknown,yes
37,management,married,tertiary,no,7100,no,no,cellular,20,November,2,-1,0,unknown,no
33,services,married,secondary,no,703,no,no,cellular,18,November,2,-1,0,unknown,no
30,technician,single,secondary,no,2734,no,no,cellular,21,November,3,-1,0,unknown,yes
31,services,married,secondary,no,2050,yes,no,cellular,18,November,5,-1,0,unknown,no
32,entrepreneur,divorced,secondary,no,-934,yes,no,cellular,18,November,1,-1,0,unknown,no
30,management,single,tertiary,no,2708,no,no,cellular,19,November,1,-1,0,unknown,no
40,technician,married,secondary,no,40,yes,no,cellular,21,November,1,-1,0,unknown,no
51,management,married,tertiary,no,4,yes,no,cellular,21,November,2,-1,0,unknown,no
49,admin.,single,secondary,no,7426,no,no,telephone,20,November,2,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,November,2,119,1,failure,no
53,management,married,primary,no,13901,yes,no,cellular,21,November,1,-1,0,unknown,no
81,retired,divorced,unknown,no,9224,no,no,telephone,9,November,2,-1,0,unknown,no
30,management,married,tertiary,no,314,no,no,cellular,19,November,2,175,2,success,no
43,admin.,married,secondary,no,388,yes,no,cellular,19,November,2,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,unknown,11,November,1,-1,0,unknown,no
32,technician,single,secondary,no,5205,no,no,cellular,20,November,1,-1,0,unknown,no
30,management,married,tertiary,no,-181,yes,no,cellular,19,November,2,-1,0,unknown,no
30,technician,single,secondary,no,458,no,no,cellular,20,November,7,-1,0,unknown,no
36,management,single,tertiary,no,13,no,yes,cellular,18,November,1,-1,0,unknown,no
44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,November,1,190,4,other,no
56,management,married,secondary,no,238,yes,no,cellular,19,November,1,-1,0,unknown,no
30,services,single,primary,no,5746,yes,no,telephone,20,November,2,-1,0,unknown,no
43,technician,married,primary,no,4844,yes,no,cellular,19,November,1,-1,0,unknown,no
37,services,single,secondary,no,50,no,no,cellular,19,November,1,154,8,other,no
48,management,divorced,secondary,no,17,yes,no,cellular,17,November,1,-1,0,unknown,no
38,technician,married,secondary,no,1696,no,no,cellular,20,November,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,263,no,no,cellular,16,November,4,94,3,failure,no
46,blue-collar,single,primary,no,96,yes,no,cellular,19,November,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,November,2,85,3,failure,no
50,blue-collar,married,tertiary,no,5423,yes,no,cellular,21,November,3,-1,0,unknown,no
40,unemployed,married,secondary,no,3430,yes,no,cellular,20,November,3,-1,0,unknown,no
36,technician,divorced,secondary,no,3296,yes,no,cellular,17,November,1,-1,0,unknown,no
45,management,single,tertiary,no,997,no,yes,cellular,19,November,1,-1,0,unknown,no
59,management,married,unknown,no,3428,yes,yes,cellular,19,November,1,-1,0,unknown,no
45,management,divorced,tertiary,no,3150,yes,no,cellular,17,November,2,-1,0,unknown,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,November,1,-1,0,unknown,no
30,admin.,married,secondary,no,873,yes,no,telephone,12,November,1,167,3,success,no
30,management,single,tertiary,no,2766,yes,yes,cellular,20,November,1,-1,0,unknown,no
46,admin.,married,secondary,no,3098,yes,no,telephone,21,November,9,-1,0,unknown,no
36,admin.,single,secondary,no,8785,yes,no,cellular,20,November,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,November,1,-1,0,unknown,no
50,management,married,tertiary,no,-151,yes,no,cellular,18,November,2,-1,0,unknown,no
37,management,married,tertiary,no,-666,yes,no,cellular,18,November,2,-1,0,unknown,no
57,management,married,tertiary,no,3431,yes,no,cellular,21,November,2,189,1,failure,no
34,admin.,single,secondary,no,296,no,no,cellular,20,November,1,136,4,failure,no
34,self-employed,married,tertiary,no,7602,no,no,cellular,20,November,1,-1,0,unknown,no
37,unemployed,married,secondary,no,459,no,no,cellular,20,November,4,-1,0,unknown,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,November,2,174,2,success,no
30,services,single,secondary,no,1510,yes,no,cellular,18,November,1,-1,0,unknown,no
38,management,married,tertiary,no,1875,no,no,cellular,17,November,1,-1,0,unknown,no
55,management,married,tertiary,no,1161,yes,no,cellular,20,November,6,-1,0,unknown,no
51,management,divorced,tertiary,no,119,no,no,cellular,17,November,1,165,2,failure,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,November,1,152,2,failure,no
47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,November,1,-1,0,unknown,no
50,admin.,divorced,secondary,no,81,no,yes,cellular,21,November,1,-1,0,unknown,no
55,housemaid,married,primary,no,1563,yes,no,cellular,17,November,2,-1,0,unknown,no
43,unemployed,married,secondary,no,1943,yes,no,cellular,18,November,2,-1,0,unknown,no
50,blue-collar,married,primary,no,4121,yes,yes,cellular,20,November,1,-1,0,unknown,no
44,self-employed,married,primary,no,0,no,no,cellular,20,November,3,-1,0,unknown,no
40,admin.,single,secondary,no,877,yes,no,cellular,21,November,3,177,6,failure,no
33,admin.,married,secondary,no,0,yes,no,cellular,17,November,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,November,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,November,1,127,4,other,no
34,management,married,secondary,no,56,yes,no,cellular,20,November,3,183,1,failure,no
31,admin.,married,secondary,no,113,yes,no,cellular,18,November,3,-1,0,unknown,no
57,technician,married,secondary,no,6362,yes,yes,cellular,18,November,1,-1,0,unknown,no
36,admin.,married,secondary,no,1954,yes,yes,cellular,20,November,2,174,3,failure,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,November,1,-1,0,unknown,no
46,admin.,married,secondary,no,1252,yes,yes,cellular,17,November,1,-1,0,unknown,no
33,technician,married,tertiary,no,8023,no,no,cellular,30,November,1,105,3,failure,no
31,management,married,secondary,no,1064,no,no,telephone,20,November,1,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,138,no,no,cellular,19,November,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,-60,no,no,cellular,17,November,1,-1,0,unknown,no
54,entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,November,5,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,816,no,no,cellular,19,November,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,2591,yes,no,cellular,20,November,1,-1,0,unknown,no
56,management,divorced,tertiary,no,382,no,no,cellular,19,November,2,-1,0,unknown,no
56,self-employed,married,tertiary,yes,0,no,no,cellular,19,November,1,-1,0,unknown,no
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,November,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,November,1,-1,0,unknown,no
31,student,single,tertiary,no,307,no,no,cellular,20,November,2,-1,0,unknown,no
46,services,married,tertiary,no,2520,yes,no,cellular,19,November,1,-1,0,unknown,no
59,retired,divorced,secondary,no,21,yes,no,telephone,19,November,2,-1,0,unknown,no
54,admin.,married,secondary,no,865,yes,no,cellular,17,November,1,-1,0,unknown,no
32,blue-collar,single,primary,no,1426,yes,no,cellular,20,November,1,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,cellular,20,November,1,-1,0,unknown,no
36,management,married,primary,no,3953,yes,no,cellular,19,November,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1954,no,no,cellular,18,November,1,110,2,success,no
33,management,married,tertiary,no,71,no,no,cellular,16,November,1,287,1,failure,no
34,technician,married,secondary,no,1026,no,no,cellular,12,November,1,100,6,failure,no
51,technician,married,tertiary,no,0,no,no,telephone,17,November,1,-1,0,unknown,no
53,management,single,tertiary,no,720,yes,no,unknown,17,November,1,-1,0,unknown,no
32,technician,single,tertiary,no,392,yes,no,cellular,21,November,2,-1,0,unknown,no
30,management,single,secondary,no,186,yes,no,cellular,20,November,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,November,1,-1,0,unknown,no
50,admin.,divorced,secondary,no,3240,no,no,cellular,21,November,2,-1,0,unknown,no
35,entrepreneur,married,secondary,no,1309,yes,no,cellular,18,November,3,-1,0,unknown,no
48,management,married,tertiary,no,1600,no,no,cellular,18,November,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,November,1,-1,0,unknown,no
48,housemaid,single,secondary,no,1042,no,no,telephone,18,November,2,-1,0,unknown,no
45,unemployed,married,tertiary,no,1148,no,no,cellular,19,November,2,-1,0,unknown,no
32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,November,1,135,1,failure,no
51,blue-collar,married,primary,no,-637,yes,yes,cellular,19,November,2,-1,0,unknown,no
54,technician,divorced,tertiary,no,2133,no,no,cellular,18,November,1,-1,0,unknown,no
41,blue-collar,married,primary,no,686,yes,no,cellular,21,November,3,-1,0,unknown,no
38,services,married,secondary,no,8876,no,no,cellular,19,November,1,-1,0,unknown,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,November,3,126,4,other,no
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,November,1,-1,0,unknown,no
36,blue-collar,married,primary,no,871,yes,yes,telephone,18,November,1,-1,0,unknown,no
36,management,married,tertiary,no,871,no,no,cellular,18,November,1,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,1125,yes,yes,cellular,19,November,2,-1,0,unknown,no
59,entrepreneur,married,primary,no,124,yes,no,cellular,18,November,3,134,7,failure,no
49,management,divorced,tertiary,no,1904,no,yes,cellular,17,November,2,-1,0,unknown,no
51,management,married,tertiary,no,1612,yes,no,cellular,18,November,2,131,1,failure,no
33,management,married,tertiary,no,334,no,no,cellular,25,November,1,-1,0,unknown,no
32,technician,married,secondary,no,253,yes,no,cellular,21,November,1,170,3,failure,no
34,technician,married,tertiary,no,178,yes,no,cellular,18,November,1,-1,0,unknown,no
54,technician,married,secondary,no,0,no,no,telephone,16,November,1,94,8,failure,no
46,blue-collar,married,secondary,no,942,no,no,cellular,18,November,3,119,2,failure,no
35,management,married,tertiary,no,365,no,no,cellular,21,November,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,879,yes,no,cellular,18,November,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,506,yes,no,cellular,18,November,2,104,2,failure,no
35,management,married,tertiary,no,244,yes,no,cellular,19,November,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,November,1,181,2,failure,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,November,1,-1,0,unknown,no
57,retired,single,primary,no,604,no,no,cellular,19,November,1,-1,0,unknown,no
32,technician,married,secondary,no,599,no,no,cellular,19,November,1,-1,0,unknown,no
49,services,married,secondary,no,66,yes,yes,cellular,21,November,4,-1,0,unknown,no
53,self-employed,married,secondary,no,248,no,yes,cellular,17,November,1,126,3,failure,no
50,management,married,secondary,no,2910,no,no,telephone,19,November,1,113,1,failure,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,November,1,-1,0,unknown,no
51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,November,3,-1,0,unknown,no
42,technician,single,secondary,no,2036,yes,no,cellular,19,November,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,6337,yes,no,cellular,19,November,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,November,1,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,November,1,-1,0,unknown,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,November,1,139,1,failure,no
59,entrepreneur,married,primary,no,222,no,no,cellular,18,November,1,-1,0,unknown,no
41,management,married,tertiary,no,653,yes,no,telephone,17,November,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,November,1,-1,0,unknown,no
63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,November,4,-1,0,unknown,no
32,technician,single,secondary,no,28,yes,no,cellular,18,November,1,-1,0,unknown,no
35,blue-collar,married,primary,no,2878,yes,no,cellular,18,November,2,-1,0,unknown,no
52,admin.,married,secondary,no,299,no,no,cellular,19,November,4,-1,0,unknown,no
39,management,single,tertiary,no,633,no,no,cellular,19,November,2,133,3,failure,no
39,admin.,single,secondary,no,2749,yes,no,cellular,19,November,1,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,November,2,-1,0,unknown,no
47,management,married,secondary,no,21,yes,no,cellular,18,November,2,-1,0,unknown,no
55,management,single,tertiary,no,0,no,no,cellular,3,November,3,187,3,failure,no
36,housemaid,married,secondary,no,205,yes,no,telephone,18,November,4,-1,0,unknown,no
43,admin.,married,secondary,no,817,yes,yes,cellular,21,November,1,-1,0,unknown,no
40,student,married,secondary,no,260,no,no,cellular,19,November,1,152,6,failure,no
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,November,1,-1,0,unknown,no
33,management,single,tertiary,no,2485,yes,no,cellular,2,November,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,1129,yes,no,cellular,21,November,2,184,2,failure,no
37,management,married,tertiary,no,2951,no,no,cellular,21,November,3,-1,0,unknown,no
43,management,married,tertiary,no,78,yes,no,cellular,21,November,1,109,1,other,no
50,housemaid,married,primary,no,5296,no,no,cellular,19,November,7,-1,0,unknown,no
41,technician,single,secondary,no,769,no,yes,cellular,20,November,4,98,4,other,no
45,management,married,secondary,yes,237,yes,no,cellular,21,November,1,-1,0,unknown,no
45,admin.,single,secondary,no,946,yes,no,cellular,21,November,2,175,4,failure,no
34,technician,single,secondary,no,4943,yes,yes,cellular,19,November,2,-1,0,unknown,no
31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,November,1,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,yes,cellular,17,November,1,-1,0,unknown,no
30,management,single,tertiary,no,265,no,no,cellular,25,November,1,93,3,success,no
41,blue-collar,single,secondary,no,3851,no,no,cellular,19,November,1,-1,0,unknown,no
39,technician,married,secondary,no,8,no,yes,cellular,17,November,2,96,2,failure,no
41,self-employed,single,tertiary,no,0,no,no,cellular,18,November,1,-1,0,unknown,no
54,management,married,tertiary,no,203,no,no,cellular,21,November,1,-1,0,unknown,no
30,technician,married,secondary,no,-306,yes,yes,cellular,18,November,1,186,1,failure,no
36,management,married,tertiary,no,3839,no,no,cellular,19,November,1,-1,0,unknown,no
34,admin.,single,secondary,no,601,no,no,cellular,17,November,3,-1,0,unknown,no
38,entrepreneur,married,unknown,no,259,no,no,cellular,18,November,1,-1,0,unknown,no
36,blue-collar,married,primary,no,21,no,no,telephone,20,November,1,-1,0,unknown,no
36,management,single,tertiary,no,3343,no,no,cellular,18,November,1,-1,0,unknown,no
31,services,married,secondary,no,593,yes,no,cellular,19,November,2,-1,0,unknown,no
54,management,married,secondary,yes,5249,yes,no,cellular,17,November,1,-1,0,unknown,no
50,management,married,tertiary,no,2570,no,no,cellular,18,November,2,-1,0,unknown,no
49,management,married,tertiary,no,7007,no,no,cellular,17,November,2,-1,0,unknown,no
38,admin.,single,secondary,no,2600,yes,no,cellular,19,November,1,-1,0,unknown,no
32,management,married,tertiary,no,81,yes,no,cellular,17,November,1,-1,0,unknown,no
50,management,married,tertiary,no,-470,yes,no,cellular,19,November,2,160,1,failure,no
45,retired,single,secondary,yes,86,no,no,cellular,21,November,5,-1,0,unknown,no
48,technician,married,secondary,no,1000,no,no,cellular,21,November,2,-1,0,unknown,no
37,management,single,tertiary,no,2875,no,no,cellular,20,November,2,-1,0,unknown,no
49,management,married,tertiary,no,0,yes,no,cellular,18,November,1,-1,0,unknown,no
50,technician,married,tertiary,no,3117,no,no,cellular,20,November,2,164,1,failure,no
30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,November,2,-1,0,unknown,yes
47,services,married,secondary,no,1315,no,no,cellular,20,November,4,-1,0,unknown,yes
32,technician,single,tertiary,no,550,no,no,cellular,19,November,1,-1,0,unknown,yes
49,services,married,secondary,no,1114,no,no,cellular,17,November,1,-1,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,18,November,1,167,2,failure,no
34,technician,single,secondary,no,2729,yes,no,cellular,18,November,1,-1,0,unknown,yes
36,admin.,single,secondary,no,0,yes,no,cellular,21,November,2,-1,0,unknown,no
59,admin.,married,secondary,no,2145,no,no,telephone,17,November,2,-1,0,unknown,no
49,technician,divorced,secondary,no,972,no,no,cellular,16,November,3,175,2,failure,no
41,management,married,tertiary,no,-195,no,yes,cellular,20,November,1,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,cellular,20,November,2,162,3,failure,no
55,housemaid,married,primary,no,4,no,no,cellular,21,November,3,-1,0,unknown,no
54,services,married,unknown,no,386,no,yes,cellular,19,November,1,152,1,success,no
32,student,married,secondary,no,833,yes,no,telephone,2,November,5,164,3,other,no
31,technician,married,secondary,no,2420,yes,no,cellular,19,November,1,-1,0,unknown,no
34,management,married,tertiary,no,179,yes,no,cellular,20,November,1,-1,0,unknown,no
49,management,married,unknown,no,0,no,no,cellular,19,November,2,-1,0,unknown,no
44,admin.,married,secondary,no,205,no,no,cellular,3,November,1,-1,0,unknown,yes
54,management,married,secondary,no,1660,no,no,cellular,20,November,3,-1,0,unknown,no
30,admin.,married,secondary,no,521,yes,no,cellular,19,November,1,-1,0,unknown,no
32,services,single,unknown,no,2378,no,no,cellular,17,November,2,-1,0,unknown,yes
59,management,married,primary,no,2769,yes,no,cellular,19,November,1,131,2,failure,no
38,self-employed,married,secondary,no,215,yes,no,cellular,20,November,1,167,1,failure,no
38,management,married,tertiary,no,595,yes,no,cellular,18,November,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,November,1,-1,0,unknown,no
36,technician,divorced,secondary,no,556,yes,no,cellular,18,November,3,189,1,failure,no
55,retired,divorced,tertiary,no,816,no,no,cellular,18,November,3,-1,0,unknown,no
51,management,single,tertiary,no,1202,yes,no,cellular,18,November,1,-1,0,unknown,no
36,management,single,tertiary,no,62,yes,no,cellular,3,November,1,182,7,failure,yes
37,management,married,tertiary,no,238,no,no,cellular,3,November,1,-1,0,unknown,yes
48,management,married,secondary,no,0,yes,yes,cellular,3,November,1,351,2,failure,yes
29,student,single,unknown,no,10332,no,no,cellular,2,November,3,-1,0,unknown,yes
59,management,married,secondary,no,4412,no,no,cellular,2,November,2,-1,0,unknown,yes
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,November,1,186,1,success,yes
54,technician,married,secondary,no,473,no,yes,cellular,2,November,1,81,1,failure,yes
42,blue-collar,married,unknown,no,452,yes,no,cellular,17,November,2,-1,0,unknown,no
39,management,married,secondary,no,13578,yes,no,cellular,21,November,2,-1,0,unknown,no
51,technician,single,tertiary,no,11222,yes,no,cellular,21,November,2,171,7,failure,no
61,technician,married,primary,no,2282,no,no,cellular,25,November,1,-1,0,unknown,no
30,management,married,tertiary,no,6432,yes,no,cellular,21,November,2,119,3,other,no
39,admin.,married,secondary,no,159,no,no,cellular,19,November,1,-1,0,unknown,no
42,services,single,unknown,no,410,no,no,cellular,21,November,2,-1,0,unknown,no
28,student,single,tertiary,no,3,no,no,cellular,11,November,2,148,1,other,no
59,management,married,unknown,no,3534,no,no,cellular,21,November,4,-1,0,unknown,no
45,admin.,married,secondary,no,0,yes,no,cellular,18,November,5,-1,0,unknown,no
33,blue-collar,married,unknown,no,2655,yes,no,cellular,21,November,1,-1,0,unknown,no
41,management,married,primary,no,5310,yes,no,cellular,17,November,1,-1,0,unknown,yes
37,management,single,tertiary,no,600,yes,no,cellular,17,November,2,196,1,failure,no
38,management,married,tertiary,no,1101,yes,no,telephone,9,November,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,922,yes,no,telephone,18,November,2,-1,0,unknown,no
52,admin.,single,secondary,no,2398,yes,no,cellular,3,November,1,-1,0,unknown,yes
58,retired,divorced,unknown,no,5920,yes,no,cellular,21,November,1,121,1,failure,no
49,technician,divorced,secondary,no,342,no,yes,cellular,19,November,3,-1,0,unknown,no
44,blue-collar,married,primary,no,0,yes,yes,cellular,21,November,2,116,3,other,no
35,management,married,tertiary,no,867,yes,no,cellular,20,November,2,171,3,success,no
32,technician,married,secondary,no,5,yes,no,cellular,17,November,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,November,1,195,2,failure,no
38,management,single,tertiary,no,427,yes,no,cellular,18,November,1,182,1,failure,no
35,technician,married,secondary,no,2019,yes,yes,cellular,18,November,2,144,1,failure,no
30,unknown,single,unknown,no,6929,no,no,cellular,19,November,1,-1,0,unknown,no
48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,November,1,-1,0,unknown,no
34,student,single,unknown,no,2321,no,no,cellular,9,November,2,99,5,failure,no
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,November,2,-1,0,unknown,no
56,management,married,tertiary,no,412,no,no,telephone,20,November,6,-1,0,unknown,no
